drugA,drugB,cell_line,synergy
ETOPOSIDE,MK-5108,HCT116,10.7402458744
ETOPOSIDE,MK-5108,HT144,-2.8871973316
ETOPOSIDE,MK-5108,HT29,22.0448837604
ETOPOSIDE,MK-5108,KPL1,4.1889306951
ETOPOSIDE,MK-5108,LNCAP,-12.6602563259
ETOPOSIDE,MK-5108,LOVO,2.7617949193
ETOPOSIDE,MK-5108,MDAMB436,15.008198762
ETOPOSIDE,MK-5108,NCIH1650,-6.9359544741
ETOPOSIDE,MK-5108,NCIH2122,-6.8762382048
ETOPOSIDE,MK-5108,NCIH23,15.0251948477
ETOPOSIDE,MK-5108,NCIH460,-12.8962183209
ETOPOSIDE,MK-5108,NCIH520,-11.5112876504
ETOPOSIDE,MK-5108,OV90,21.1155193324
ETOPOSIDE,MK-5108,OVCAR3,-23.7610515885
ETOPOSIDE,MK-5108,RKO,29.5616595163
ETOPOSIDE,MK-5108,RPMI7951,17.6892564192
ETOPOSIDE,MK-5108,SKMEL30,16.3525158984
ETOPOSIDE,MK-5108,SKMES1,-2.9218272851
ETOPOSIDE,MK-5108,SKOV3,9.1779638287
ETOPOSIDE,MK-5108,SW620,20.0448614683
ETOPOSIDE,MK-5108,SW837,13.2483755688
ETOPOSIDE,MK-5108,T47D,-6.895642225
ETOPOSIDE,MK-5108,UACC62,2.2125075436
ETOPOSIDE,MK-5108,VCAP,-10.3139404313
ETOPOSIDE,MK-5108,ZR751,-13.8017816873
ETOPOSIDE,MK-8669,A2058,-4.1015614091
ETOPOSIDE,MK-8669,A2780,22.6539226509
ETOPOSIDE,MK-8669,A375,30.7155989156
ETOPOSIDE,MK-8669,CAOV3,118.685280146
ETOPOSIDE,MK-8669,ES2,1.1662927282
ETOPOSIDE,MK-8669,HCT116,8.3995915346
ETOPOSIDE,MK-8669,HT144,41.5899265685
ETOPOSIDE,MK-8669,HT29,18.3638375708
ETOPOSIDE,MK-8669,KPL1,47.4130263671
ETOPOSIDE,MK-8669,LNCAP,34.4501781854
ETOPOSIDE,MK-8669,LOVO,11.9456107657
ETOPOSIDE,MK-8669,MDAMB436,32.3738993505
ETOPOSIDE,MK-8669,NCIH1650,35.9750922796
ETOPOSIDE,MK-8669,NCIH2122,15.172897751
ETOPOSIDE,MK-8669,NCIH23,-146.94872222
ETOPOSIDE,MK-8669,NCIH460,9.2490365115
ETOPOSIDE,MK-8669,NCIH520,4.9081852455
ETOPOSIDE,MK-8669,OV90,11.768030635
ETOPOSIDE,MK-8669,OVCAR3,8.3095095076
ETOPOSIDE,MK-8669,RKO,34.523487298
ETOPOSIDE,MK-8669,RPMI7951,6.9882435147
ETOPOSIDE,MK-8669,SKMEL30,28.6629545901
ETOPOSIDE,MK-8669,SKMES1,12.2352354574
ETOPOSIDE,MK-8669,SKOV3,11.5321100879
ETOPOSIDE,MK-8669,SW620,9.187570747
ETOPOSIDE,MK-8669,SW837,33.800110028
ETOPOSIDE,MK-8669,T47D,10.6828182481
ETOPOSIDE,MK-8669,UACC62,34.5587531626
ETOPOSIDE,MK-8669,VCAP,30.5059025717
ETOPOSIDE,MK-8669,ZR751,9.3885265477
ETOPOSIDE,MK-8776,A2058,57.6790160624
ETOPOSIDE,MK-8776,A2780,21.345485081
ETOPOSIDE,MK-8776,A375,-65.0801571608
ETOPOSIDE,MK-8776,CAOV3,65.0998472311
ETOPOSIDE,MK-8776,ES2,14.5702473472
ETOPOSIDE,MK-8776,HCT116,1.8414550347
ETOPOSIDE,MK-8776,HT144,26.8748606603
ETOPOSIDE,MK-8776,HT29,22.7759903804
ETOPOSIDE,MK-8776,KPL1,19.8563209364
ETOPOSIDE,MK-8776,LNCAP,10.8759561833
ETOPOSIDE,MK-8776,LOVO,18.1856706223
ETOPOSIDE,MK-8776,MDAMB436,25.4131242848
ETOPOSIDE,MK-8776,NCIH1650,25.1718998534
ETOPOSIDE,MK-8776,NCIH2122,1.9437649679
ETOPOSIDE,MK-8776,NCIH23,13.6469086387
ETOPOSIDE,MK-8776,NCIH460,5.6876950992
ETOPOSIDE,MK-8776,NCIH520,19.4204900509
ETOPOSIDE,MK-8776,OV90,4.8752180585
ETOPOSIDE,MK-8776,OVCAR3,78.9170666255
ETOPOSIDE,MK-8776,RKO,8.7551929154
ETOPOSIDE,MK-8776,RPMI7951,-4.4004455813
ETOPOSIDE,MK-8776,SKMEL30,58.9385586595
ETOPOSIDE,MK-8776,SKMES1,-14.1575925921
ETOPOSIDE,MK-8776,SKOV3,6.6865991959
ETOPOSIDE,MK-8776,SW620,-12.8763056128
ETOPOSIDE,MK-8776,SW837,0.4221533766
ETOPOSIDE,MK-8776,T47D,-29.1893109571
ETOPOSIDE,MK-8776,UACC62,20.6328172139
ETOPOSIDE,MK-8776,VCAP,54.7781225511
ETOPOSIDE,MK-8776,ZR751,18.6343410854
ETOPOSIDE,PD325901,A2058,22.1734878239
ETOPOSIDE,PD325901,A2780,36.8438880902
ETOPOSIDE,PD325901,A375,15.7038305822
ETOPOSIDE,PD325901,CAOV3,122.0788946537
ETOPOSIDE,PD325901,ES2,7.5353229413
ETOPOSIDE,PD325901,HCT116,10.0860349574
ETOPOSIDE,PD325901,HT144,39.7482992348
ETOPOSIDE,PD325901,HT29,12.270900577
ETOPOSIDE,PD325901,KPL1,7.9215023527
ETOPOSIDE,PD325901,LNCAP,40.3229157331
ETOPOSIDE,PD325901,LOVO,30.2354088561
ETOPOSIDE,PD325901,MDAMB436,25.9774180541
ETOPOSIDE,PD325901,NCIH1650,25.4666754351
ETOPOSIDE,PD325901,NCIH2122,27.0184105022
ETOPOSIDE,PD325901,NCIH23,9.0392424355
ETOPOSIDE,PD325901,NCIH460,39.7597823446
ETOPOSIDE,PD325901,NCIH520,-5.1176211866
ETOPOSIDE,PD325901,OV90,21.0399846082
ETOPOSIDE,PD325901,OVCAR3,28.5548755438
ETOPOSIDE,PD325901,RKO,38.3604725959
ETOPOSIDE,PD325901,RPMI7951,-6.949425339
ETOPOSIDE,PD325901,SKMEL30,13.8289906266
ETOPOSIDE,PD325901,SKMES1,1.5793533115
ETOPOSIDE,PD325901,SKOV3,12.8233360258
ETOPOSIDE,PD325901,SW620,13.8969834395
ETOPOSIDE,PD325901,SW837,14.0123983362
ETOPOSIDE,PD325901,T47D,33.345947714
ETOPOSIDE,PD325901,UACC62,6.2632727145
ETOPOSIDE,PD325901,VCAP,14.5451853124
ETOPOSIDE,PD325901,ZR751,48.625321403
ETOPOSIDE,SORAFENIB,A2058,-12.1550362495
ETOPOSIDE,SORAFENIB,A2780,3.8151089896
ETOPOSIDE,SORAFENIB,A375,-3.8426771638
ETOPOSIDE,SORAFENIB,CAOV3,40.7684090339
ETOPOSIDE,SORAFENIB,ES2,-7.3829168039
ETOPOSIDE,SORAFENIB,HCT116,-0.5385658177
ETOPOSIDE,SORAFENIB,HT144,6.0635993224
ETOPOSIDE,SORAFENIB,HT29,-5.5006448691
ETOPOSIDE,SORAFENIB,KPL1,5.5114742585
ETOPOSIDE,SORAFENIB,LNCAP,-4.1758969576
ETOPOSIDE,SORAFENIB,LOVO,-10.079768302
ETOPOSIDE,SORAFENIB,MDAMB436,-8.0932172437
ETOPOSIDE,SORAFENIB,NCIH1650,2.7914259941
ETOPOSIDE,SORAFENIB,NCIH2122,-0.7878329568
ETOPOSIDE,SORAFENIB,NCIH23,-116.1653965143
ETOPOSIDE,SORAFENIB,NCIH460,8.3552611037
ETOPOSIDE,SORAFENIB,NCIH520,12.5746099592
ETOPOSIDE,SORAFENIB,OV90,-8.0861833382
ETOPOSIDE,SORAFENIB,OVCAR3,-18.4345598269
ETOPOSIDE,SORAFENIB,RKO,-3.5384390881
ETOPOSIDE,SORAFENIB,RPMI7951,-10.8497208608
ETOPOSIDE,SORAFENIB,SKMEL30,7.4854800516
ETOPOSIDE,SORAFENIB,SKMES1,-2.3320926481
ETOPOSIDE,SORAFENIB,SKOV3,-3.4137803701
ETOPOSIDE,SORAFENIB,SW620,0.8922384742
ETOPOSIDE,SORAFENIB,SW837,10.0818252485
ETOPOSIDE,SORAFENIB,T47D,-12.4278491963
ETOPOSIDE,SORAFENIB,UACC62,-5.1368666157
ETOPOSIDE,SORAFENIB,VCAP,-19.7880371546
ETOPOSIDE,SORAFENIB,ZR751,-11.7468991556
ETOPOSIDE,SUNITINIB,A2058,-6.9721696863
ETOPOSIDE,SUNITINIB,A2780,6.1509455764
ETOPOSIDE,SUNITINIB,A375,2.4347610935
ETOPOSIDE,SUNITINIB,CAOV3,30.61709086
ETOPOSIDE,SUNITINIB,ES2,-9.6584591011
ETOPOSIDE,SUNITINIB,HCT116,0.2669796966
ETOPOSIDE,SUNITINIB,HT144,0.1897244403
ETOPOSIDE,SUNITINIB,HT29,1.3177382214
ETOPOSIDE,SUNITINIB,KPL1,17.6081692151
ETOPOSIDE,SUNITINIB,LNCAP,-1.8894872527
ETOPOSIDE,SUNITINIB,LOVO,4.5697784436
ETOPOSIDE,SUNITINIB,MDAMB436,1.1020209051
ETOPOSIDE,SUNITINIB,NCIH1650,16.7746360699
ETOPOSIDE,SUNITINIB,NCIH2122,2.4332323728
ETOPOSIDE,SUNITINIB,NCIH23,-98.6274144607
ETOPOSIDE,SUNITINIB,NCIH460,4.6189522327
ETOPOSIDE,SUNITINIB,NCIH520,13.7160188072
ETOPOSIDE,SUNITINIB,OV90,-2.4084369322
ETOPOSIDE,SUNITINIB,OVCAR3,-1.583835017
ETOPOSIDE,SUNITINIB,RKO,-3.7890695439
ETOPOSIDE,SUNITINIB,RPMI7951,-13.3244701874
ETOPOSIDE,SUNITINIB,SKMEL30,4.8454660212
ETOPOSIDE,SUNITINIB,SKMES1,-10.193424208
ETOPOSIDE,SUNITINIB,SKOV3,2.3590239589
ETOPOSIDE,SUNITINIB,SW620,7.0895166223
ETOPOSIDE,SUNITINIB,SW837,-1.4298268952
ETOPOSIDE,SUNITINIB,T47D,-26.4462453866
ETOPOSIDE,SUNITINIB,UACC62,2.2341673735
ETOPOSIDE,SUNITINIB,VCAP,5.1236731303
ETOPOSIDE,SUNITINIB,ZR751,9.4358092134
ETOPOSIDE,TEMOZOLOMIDE,A2058,13.6477252971
ETOPOSIDE,TEMOZOLOMIDE,A2780,10.209440813
ETOPOSIDE,TEMOZOLOMIDE,A375,-87.480202801
ETOPOSIDE,TEMOZOLOMIDE,CAOV3,83.0058505727
ETOPOSIDE,TEMOZOLOMIDE,ES2,11.8235402256
ETOPOSIDE,TEMOZOLOMIDE,HCT116,-7.1770868785
ETOPOSIDE,TEMOZOLOMIDE,HT144,-7.9186755492
ETOPOSIDE,TEMOZOLOMIDE,HT29,7.0208209286
ETOPOSIDE,TEMOZOLOMIDE,KPL1,1.4230085569
ETOPOSIDE,TEMOZOLOMIDE,LNCAP,12.4319003941
ETOPOSIDE,TEMOZOLOMIDE,LOVO,-3.522124658
ETOPOSIDE,TEMOZOLOMIDE,MDAMB436,7.8738711249
ETOPOSIDE,TEMOZOLOMIDE,NCIH1650,-10.2345514731
ETOPOSIDE,TEMOZOLOMIDE,NCIH2122,-5.7409903851
ETOPOSIDE,TEMOZOLOMIDE,NCIH23,4.9603318547
ETOPOSIDE,TEMOZOLOMIDE,NCIH460,-9.8145457342
ETOPOSIDE,TEMOZOLOMIDE,NCIH520,-0.5319580492
ETOPOSIDE,TEMOZOLOMIDE,OV90,13.7618207928
ETOPOSIDE,TEMOZOLOMIDE,OVCAR3,0.8133722349
ETOPOSIDE,TEMOZOLOMIDE,RKO,-3.1365481875
ETOPOSIDE,TEMOZOLOMIDE,RPMI7951,12.8960404982
ETOPOSIDE,TEMOZOLOMIDE,SKMEL30,21.1931054454
ETOPOSIDE,TEMOZOLOMIDE,SKMES1,25.0091468397
ETOPOSIDE,TEMOZOLOMIDE,SKOV3,-5.3683447835
ETOPOSIDE,TEMOZOLOMIDE,SW620,17.5605345387
ETOPOSIDE,TEMOZOLOMIDE,SW837,-18.6790738417
ETOPOSIDE,TEMOZOLOMIDE,T47D,-27.8282974897
ETOPOSIDE,TEMOZOLOMIDE,UACC62,12.5993478814
ETOPOSIDE,TEMOZOLOMIDE,VCAP,1.7045869205
ETOPOSIDE,TEMOZOLOMIDE,ZR751,-16.3994372551
ETOPOSIDE,ZOLINZA,A2058,3.4522398712
ETOPOSIDE,ZOLINZA,A2780,10.0148295462
ETOPOSIDE,ZOLINZA,A375,-71.1850517196
ETOPOSIDE,ZOLINZA,CAOV3,83.6288365879
ETOPOSIDE,ZOLINZA,ES2,11.2892111713
ETOPOSIDE,ZOLINZA,HCT116,-17.3737922272
ETOPOSIDE,ZOLINZA,HT144,11.8962736338
ETOPOSIDE,ZOLINZA,HT29,18.6518038106
ETOPOSIDE,ZOLINZA,KPL1,14.1420389105
ETOPOSIDE,ZOLINZA,LNCAP,28.6161941534
ETOPOSIDE,ZOLINZA,LOVO,10.2751155878
ETOPOSIDE,ZOLINZA,MDAMB436,12.6237777732
ETOPOSIDE,ZOLINZA,NCIH1650,3.5231265805
ETOPOSIDE,ZOLINZA,NCIH2122,18.8089245037
ETOPOSIDE,ZOLINZA,NCIH23,-2.4737330515
ETOPOSIDE,ZOLINZA,NCIH460,8.0538317652
ETOPOSIDE,ZOLINZA,NCIH520,2.4326424905
ETOPOSIDE,ZOLINZA,OV90,6.8735487554
ETOPOSIDE,ZOLINZA,OVCAR3,10.7924253213
ETOPOSIDE,ZOLINZA,RKO,6.4407187739
ETOPOSIDE,ZOLINZA,RPMI7951,7.4967516848
ETOPOSIDE,ZOLINZA,SKMEL30,1.7392623542
ETOPOSIDE,ZOLINZA,SKMES1,17.9351863883
ETOPOSIDE,ZOLINZA,SKOV3,29.6405756875
ETOPOSIDE,ZOLINZA,SW620,0.1821390459
ETOPOSIDE,ZOLINZA,SW837,21.633230764
ETOPOSIDE,ZOLINZA,T47D,25.2424134673
ETOPOSIDE,ZOLINZA,UACC62,17.5604373963
ETOPOSIDE,ZOLINZA,VCAP,17.6799373939
ETOPOSIDE,ZOLINZA,ZR751,22.8357364454
GELDANAMYCIN,BEZ-235,A2058,34.5733358528
GELDANAMYCIN,BEZ-235,A2780,14.8665878928
GELDANAMYCIN,BEZ-235,A375,20.6560078428
GELDANAMYCIN,BEZ-235,CAOV3,25.6751887288
GELDANAMYCIN,BEZ-235,ES2,22.050576769
GELDANAMYCIN,BEZ-235,HCT116,35.7637965764
GELDANAMYCIN,BEZ-235,HT144,45.4812279711
GELDANAMYCIN,BEZ-235,HT29,13.7060603378
GELDANAMYCIN,BEZ-235,KPL1,8.9230627869
GELDANAMYCIN,BEZ-235,LNCAP,107.622241734
GELDANAMYCIN,BEZ-235,LOVO,14.3272711113
GELDANAMYCIN,BEZ-235,MDAMB436,23.2990180248
GELDANAMYCIN,BEZ-235,NCIH1650,4.9308240972
GELDANAMYCIN,BEZ-235,NCIH2122,3.2436951747
GELDANAMYCIN,BEZ-235,NCIH23,2.7289266538
GELDANAMYCIN,BEZ-235,NCIH460,34.0365680185
GELDANAMYCIN,BEZ-235,NCIH520,9.4023564955
GELDANAMYCIN,BEZ-235,OV90,16.2558353045
GELDANAMYCIN,BEZ-235,OVCAR3,-7.1428924345
GELDANAMYCIN,BEZ-235,RKO,20.1058498458
GELDANAMYCIN,BEZ-235,RPMI7951,-3.2358880215
GELDANAMYCIN,BEZ-235,SKMEL30,48.275939068
GELDANAMYCIN,BEZ-235,SKMES1,45.636801443
GELDANAMYCIN,BEZ-235,SKOV3,-1.1115873444
GELDANAMYCIN,BEZ-235,SW620,1.6962318886
GELDANAMYCIN,BEZ-235,SW837,15.5753498008
GELDANAMYCIN,BEZ-235,T47D,155.3899654016
GELDANAMYCIN,BEZ-235,UACC62,29.7602546417
GELDANAMYCIN,BEZ-235,VCAP,28.0506604811
GELDANAMYCIN,BEZ-235,ZR751,8.7418611779
GELDANAMYCIN,DINACICLIB,A2058,5.9678757799
GELDANAMYCIN,DINACICLIB,A2780,-17.9781711094
GELDANAMYCIN,DINACICLIB,A375,22.0545009141
GELDANAMYCIN,DINACICLIB,CAOV3,1.0015758523
GELDANAMYCIN,DINACICLIB,ES2,0.415878969
GELDANAMYCIN,DINACICLIB,HCT116,4.6991543633
GELDANAMYCIN,DINACICLIB,HT144,5.0038816345
GELDANAMYCIN,DINACICLIB,HT29,-3.2659713744
GELDANAMYCIN,DINACICLIB,KPL1,2.6067806952
GELDANAMYCIN,DINACICLIB,LNCAP,33.1717863635
GELDANAMYCIN,DINACICLIB,LOVO,-2.4928238385
GELDANAMYCIN,DINACICLIB,MDAMB436,15.295314508
GELDANAMYCIN,DINACICLIB,NCIH1650,-23.0865348536
GELDANAMYCIN,DINACICLIB,NCIH2122,2.2021906504
GELDANAMYCIN,DINACICLIB,NCIH23,-12.4883335803
GELDANAMYCIN,DINACICLIB,NCIH460,2.8052378193
GELDANAMYCIN,DINACICLIB,NCIH520,7.0630165226
GELDANAMYCIN,DINACICLIB,OV90,-9.0899804034
GELDANAMYCIN,DINACICLIB,OVCAR3,-25.4278236442
GELDANAMYCIN,DINACICLIB,RKO,9.9035816219
GELDANAMYCIN,DINACICLIB,RPMI7951,-11.4186976608
GELDANAMYCIN,DINACICLIB,SKMEL30,5.9870074263
GELDANAMYCIN,DINACICLIB,SKMES1,-10.9442902397
GELDANAMYCIN,DINACICLIB,SKOV3,-22.8086882494
GELDANAMYCIN,DINACICLIB,SW620,-13.5657106245
GELDANAMYCIN,DINACICLIB,SW837,-13.8948126052
GELDANAMYCIN,DINACICLIB,T47D,-39.8503484729
GELDANAMYCIN,DINACICLIB,UACC62,-7.4503249402
GELDANAMYCIN,DINACICLIB,VCAP,-2.6397144164
GELDANAMYCIN,DINACICLIB,ZR751,-19.0745850314
GELDANAMYCIN,MK-8776,A2058,51.4196349082
GELDANAMYCIN,MK-8776,A2780,9.2152735567
GELDANAMYCIN,MK-8776,A375,20.8861883152
GELDANAMYCIN,MK-8776,CAOV3,24.854346501
GELDANAMYCIN,MK-8776,ES2,3.9139103267
GELDANAMYCIN,MK-8776,HCT116,30.2801290359
GELDANAMYCIN,MK-8776,HT144,-198.6874065875
GELDANAMYCIN,MK-8776,HT29,-3.5565405067
GELDANAMYCIN,MK-8776,KPL1,-2.2684665203
GELDANAMYCIN,MK-8776,LNCAP,-105.3544017141
GELDANAMYCIN,MK-8776,LOVO,6.9635504151
GELDANAMYCIN,MK-8776,MDAMB436,12.0533901081
GELDANAMYCIN,MK-8776,NCIH1650,-0.8802165314
GELDANAMYCIN,MK-8776,NCIH2122,-17.7277373525
GELDANAMYCIN,MK-8776,NCIH23,-11.0168076515
GELDANAMYCIN,MK-8776,NCIH460,2.499220803
GELDANAMYCIN,MK-8776,NCIH520,17.9922084847
GELDANAMYCIN,MK-8776,OV90,-6.5873594611
GELDANAMYCIN,MK-8776,OVCAR3,-19.6756725354
GELDANAMYCIN,MK-8776,RKO,32.138454428
GELDANAMYCIN,MK-8776,RPMI7951,-4.9896117481
GELDANAMYCIN,MK-8776,SKMEL30,37.1610699565
GELDANAMYCIN,MK-8776,SKMES1,-23.431713112
GELDANAMYCIN,MK-8776,SKOV3,-31.7529678701
GELDANAMYCIN,MK-8776,SW620,-6.8886440118
GELDANAMYCIN,MK-8776,SW837,-184.798390132
GELDANAMYCIN,MK-8776,T47D,-34.9823524075
GELDANAMYCIN,MK-8776,UACC62,5.9266704083
GELDANAMYCIN,MK-8776,VCAP,17.5122295804
GELDANAMYCIN,MK-8776,ZR751,-28.7324089242
GELDANAMYCIN,OXALIPLATIN,A2058,16.34039127
GELDANAMYCIN,OXALIPLATIN,A2780,-4.5742646247
GELDANAMYCIN,OXALIPLATIN,A375,-8.069874153
GELDANAMYCIN,OXALIPLATIN,CAOV3,-6.4192993373
GELDANAMYCIN,OXALIPLATIN,ES2,-26.8192154765
GELDANAMYCIN,OXALIPLATIN,HCT116,12.3520492362
GELDANAMYCIN,OXALIPLATIN,HT144,-10.3325213109
GELDANAMYCIN,OXALIPLATIN,HT29,-4.1678843554
GELDANAMYCIN,OXALIPLATIN,KPL1,3.4019608905
GELDANAMYCIN,OXALIPLATIN,LNCAP,-64.2072208304
GELDANAMYCIN,OXALIPLATIN,LOVO,-24.3748152427
GELDANAMYCIN,OXALIPLATIN,MDAMB436,2.0662744947
GELDANAMYCIN,OXALIPLATIN,NCIH1650,-15.3530859902
GELDANAMYCIN,OXALIPLATIN,NCIH2122,1.6670340111
GELDANAMYCIN,OXALIPLATIN,NCIH23,-15.1500757057
GELDANAMYCIN,OXALIPLATIN,NCIH460,-9.5230116593
GELDANAMYCIN,OXALIPLATIN,NCIH520,-0.4557787068
GELDANAMYCIN,OXALIPLATIN,OV90,-11.5335160715
GELDANAMYCIN,OXALIPLATIN,OVCAR3,3.7933792048
GELDANAMYCIN,OXALIPLATIN,RKO,-0.3145696544
GELDANAMYCIN,OXALIPLATIN,RPMI7951,-9.9745222816
GELDANAMYCIN,OXALIPLATIN,SKMEL30,5.6608745811
GELDANAMYCIN,OXALIPLATIN,SKMES1,-2.7092659085
GELDANAMYCIN,OXALIPLATIN,SKOV3,-4.2677884024
GELDANAMYCIN,OXALIPLATIN,SW620,-13.606400487
GELDANAMYCIN,OXALIPLATIN,SW837,-5.9513127953
GELDANAMYCIN,OXALIPLATIN,T47D,-37.3406660518
GELDANAMYCIN,OXALIPLATIN,UACC62,-24.5857709904
GELDANAMYCIN,OXALIPLATIN,VCAP,-3.1459677292
GELDANAMYCIN,OXALIPLATIN,ZR751,-8.5072166499
GELDANAMYCIN,SN-38,A2058,19.0185063841
GELDANAMYCIN,SN-38,A2780,5.3062310561
GELDANAMYCIN,SN-38,A375,22.097069007
GELDANAMYCIN,SN-38,CAOV3,10.4136915236
GELDANAMYCIN,SN-38,ES2,-3.7004567622
GELDANAMYCIN,SN-38,HCT116,13.6961665073
GELDANAMYCIN,SN-38,HT144,5.4243218112
GELDANAMYCIN,SN-38,HT29,-3.8519533002
GELDANAMYCIN,SN-38,KPL1,5.6909824814
GELDANAMYCIN,SN-38,LNCAP,33.9590744579
GELDANAMYCIN,SN-38,LOVO,-18.1308159573
GELDANAMYCIN,SN-38,MDAMB436,9.8076756783
GELDANAMYCIN,SN-38,NCIH1650,5.076055012
GELDANAMYCIN,SN-38,NCIH2122,0.9954284476
GELDANAMYCIN,SN-38,NCIH23,1.716218652
GELDANAMYCIN,SN-38,NCIH460,11.2277988586
GELDANAMYCIN,SN-38,NCIH520,12.6378191636
GELDANAMYCIN,SN-38,OV90,-2.6383159856
GELDANAMYCIN,SN-38,OVCAR3,68.4633866803
GELDANAMYCIN,SN-38,RKO,11.6277913929
GELDANAMYCIN,SN-38,RPMI7951,-2.0703466232
GELDANAMYCIN,SN-38,SKMEL30,38.2684482285
GELDANAMYCIN,SN-38,SKMES1,17.634261298
GELDANAMYCIN,SN-38,SKOV3,-12.0250207893
GELDANAMYCIN,SN-38,SW620,-1.3706466848
GELDANAMYCIN,SN-38,SW837,6.2529083494
GELDANAMYCIN,SN-38,T47D,10.7750524263
GELDANAMYCIN,SN-38,UACC62,-7.3166554411
GELDANAMYCIN,SN-38,VCAP,-0.8263325056
GELDANAMYCIN,SN-38,ZR751,-8.5505882298
GELDANAMYCIN,SORAFENIB,A2058,8.8068852279
GELDANAMYCIN,SORAFENIB,A2780,-8.9275350935
GELDANAMYCIN,SORAFENIB,A375,5.2588104792
GELDANAMYCIN,SORAFENIB,CAOV3,-4.4774584834
GELDANAMYCIN,SORAFENIB,ES2,5.0674392339
GELDANAMYCIN,SORAFENIB,HCT116,2.1969862295
GELDANAMYCIN,SORAFENIB,HT144,-0.5753244291
GELDANAMYCIN,SORAFENIB,HT29,-4.474906683
GELDANAMYCIN,SORAFENIB,KPL1,-4.0675971518
GELDANAMYCIN,SORAFENIB,LNCAP,-6.8923927236
GELDANAMYCIN,SORAFENIB,LOVO,-8.422196512
GELDANAMYCIN,SORAFENIB,MDAMB436,-17.5952520685
GELDANAMYCIN,SORAFENIB,NCIH1650,-4.6070450567
GELDANAMYCIN,SORAFENIB,NCIH2122,0.8553862323
GELDANAMYCIN,SORAFENIB,NCIH23,-0.3148139331
GELDANAMYCIN,SORAFENIB,NCIH460,-1.4522449707
GELDANAMYCIN,SORAFENIB,NCIH520,4.2815108476
GELDANAMYCIN,SORAFENIB,OV90,-5.189856146
GELDANAMYCIN,SORAFENIB,OVCAR3,-32.6831404476
GELDANAMYCIN,SORAFENIB,RKO,-4.6081554217
GELDANAMYCIN,SORAFENIB,RPMI7951,-11.7589629488
GELDANAMYCIN,SORAFENIB,SKMEL30,-1.7938553825
GELDANAMYCIN,SORAFENIB,SKMES1,-13.5954844591
GELDANAMYCIN,SORAFENIB,SKOV3,-3.1903999355
GELDANAMYCIN,SORAFENIB,SW620,-10.9660856342
GELDANAMYCIN,SORAFENIB,SW837,-5.2536245699
GELDANAMYCIN,SORAFENIB,T47D,9.0621474188
GELDANAMYCIN,SORAFENIB,UACC62,2.9134847629
GELDANAMYCIN,SORAFENIB,VCAP,-13.3365105206
GELDANAMYCIN,SORAFENIB,ZR751,-17.0955579368
GELDANAMYCIN,TOPOTECAN,A2058,22.3865856546
GELDANAMYCIN,TOPOTECAN,A2780,-1.7001876743
GELDANAMYCIN,TOPOTECAN,A375,-16.3920221971
GELDANAMYCIN,TOPOTECAN,CAOV3,-2.912022437
GELDANAMYCIN,TOPOTECAN,ES2,9.2028735924
GELDANAMYCIN,TOPOTECAN,HCT116,-1.1888912976
GELDANAMYCIN,TOPOTECAN,HT144,-1.1705889077
GELDANAMYCIN,TOPOTECAN,HT29,-2.1965064565
GELDANAMYCIN,TOPOTECAN,KPL1,17.5990177593
GELDANAMYCIN,TOPOTECAN,LNCAP,-5.3696150058
GELDANAMYCIN,TOPOTECAN,LOVO,-5.5696319649
GELDANAMYCIN,TOPOTECAN,MDAMB436,-1.4848160294
GELDANAMYCIN,TOPOTECAN,NCIH1650,-15.3016542222
GELDANAMYCIN,TOPOTECAN,NCIH2122,-6.2166536292
GELDANAMYCIN,TOPOTECAN,NCIH23,-17.9764710057
GELDANAMYCIN,TOPOTECAN,NCIH460,-23.9578441367
GELDANAMYCIN,TOPOTECAN,NCIH520,12.717652701
GELDANAMYCIN,TOPOTECAN,OV90,-8.4377399335
GELDANAMYCIN,TOPOTECAN,OVCAR3,18.4479253897
GELDANAMYCIN,TOPOTECAN,RKO,-10.7071521557
GELDANAMYCIN,TOPOTECAN,RPMI7951,-2.5837810515
GELDANAMYCIN,TOPOTECAN,SKMEL30,48.3840173282
GELDANAMYCIN,TOPOTECAN,SKMES1,-15.9727937231
GELDANAMYCIN,TOPOTECAN,SKOV3,-2.2769129874
GELDANAMYCIN,TOPOTECAN,SW620,18.5504892758
GELDANAMYCIN,TOPOTECAN,SW837,13.6394704361
GELDANAMYCIN,TOPOTECAN,T47D,7.9207656015
GELDANAMYCIN,TOPOTECAN,UACC62,-9.4363979606
GELDANAMYCIN,TOPOTECAN,VCAP,2.9614132998
GELDANAMYCIN,TOPOTECAN,ZR751,2.7124903936
GEMCITABINE,ABT-888,A2058,-0.5367336044
GEMCITABINE,ABT-888,A2780,-1.1584324139
GEMCITABINE,ABT-888,A375,-20.5187320459
GEMCITABINE,ABT-888,CAOV3,-0.2167039761
GEMCITABINE,ABT-888,ES2,-0.5641537276
GEMCITABINE,ABT-888,HCT116,-4.8908054922
GEMCITABINE,ABT-888,HT144,-1.4612399049
GEMCITABINE,ABT-888,HT29,1.2762907294
GEMCITABINE,ABT-888,KPL1,10.5227273785
GEMCITABINE,ABT-888,LNCAP,1.6303276668
GEMCITABINE,ABT-888,LOVO,-2.3760725672
GEMCITABINE,ABT-888,MDAMB436,2.9630803605
GEMCITABINE,ABT-888,NCIH1650,-6.4258787093
